Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
arv calculator by address,30,30,90,13,2.35,https://www.housecanary.com/blog/arv,0,0,0.00,0.56,111,"43, 53, 34, 28, 15, 15, 15, 15, 34, 21, 15, 21",2026-07-28,"Reviews, Video, People also ask, Related searches","commercial, informational",Organic
alice springs real estate market report 2024 2025,27,27,70,16,0.00,https://www.housecanary.com/blog/real-estate-market-trends,0,0,0.00,0,113,"3, 15, 100, 3, 0",2026-08-18,"Video, People also ask, Related searches, AI overview",informational,Organic
alice springs real estate market report 2024 2025,31,31,70,16,0.00,https://www.housecanary.com/blog/housing-market-forecast,0,0,0.00,0,113,"3, 15, 100, 3, 0",2026-08-18,"Video, People also ask, Related searches, AI overview",informational,Organic
housing price forecasts,15,15,40,79,2.08,https://www.housecanary.com/blog/housing-market-predictions,0,0,0.00,0.07,138,"0, 100, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0",2026-08-21,"Video, People also ask, Related searches, Discussions and forums, AI overview",transactional,Organic
how do i know what my house is worth,63,63,90,76,3.66,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.69,129,"1, 54, 3, 0, 1, 28, 1, 23, 15, 35, 11, 15",2026-08-21,"Video, Ads bottom, People also ask, Related searches, AI overview",informational,Organic
real estate flipping software,25,25,320,10,7.51,https://www.housecanary.com/blog/real-estate-investment-software,0,0,0.00,0.23,111,"17, 82, 82, 82, 66, 82, 82, 100, 82, 100, 82, 82",2026-08-11,"Sitelinks, Reviews, Video, Ads top, Ads bottom, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
automated valuation,10,10,70,26,4.92,https://www.housecanary.com/blog/automated-valuation-model,0,0,0.00,0.47,124,"34, 21, 21, 28, 28, 21, 21, 21, 21, 21, 21, 21",2026-08-13,"Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
property management and asset management,7,7,50,14,3.94,https://www.housecanary.com/blog/real-estate-asset-management,0,0,0.00,0.35,128,"45, 63, 63, 63, 45, 45, 45, 18, 45, 18, 18, 18",2026-09-06,"Local pack, Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
housing market trends january 2026,20,20,40,46,0.00,https://www.housecanary.com/blog/housing-market-predictions,0,0,0.00,0,127,"100, 0, 0, 0, 0",2026-08-06,"Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
housing market warning signs,34,34,110,27,0.00,https://www.housecanary.com/blog/is-the-housing-market-going-to-crash,0,0,0.00,0.33,124,"100, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2",2026-09-14,"Reviews, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
top property intelligence systems for commercial real estate investment analysis,7,7,40,11,0.00,https://www.housecanary.com/blog/real-estate-investment-software,0,0,0.00,0,175,"71, 42, 57, 71, 100, 14",2026-08-10,"Sitelinks, Reviews, Video, Related searches, AI overview","commercial, informational",Organic
us house prices forecast,23,23,90,89,0.00,https://www.housecanary.com/blog/housing-market-predictions,0,0,0.00,0.33,138,"0, 0, 0, 0, 0, 0, 0, 100, 2, 2, 2, 2",2026-08-19,"Video, People also ask, Related searches, Discussions and forums, AI overview",transactional,Organic
how much is this property,28,28,40,,7.58,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.03,207,"0, 0, 11, 11, 64, 11, 23, 100, 11, 11, 11, 11",2026-09-13,"Video, People also ask, Related searches, AI overview",informational,Organic
will real estate market crash again,26,26,140,38,0.00,https://www.housecanary.com/blog/is-the-housing-market-going-to-crash,0,0,0.00,0.01,124,"11, 18, 28, 18, 23, 23, 23, 23, 18, 23, 28, 35",2026-09-09,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
valuation websites,31,31,90,79,2.23,https://www.housecanary.com/,0,0,0.00,0.06,123,"52, 23, 42, 52, 66, 33, 42, 52, 66, 66, 33, 19",2026-08-14,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
how to find out how much home is worth,74,74,40,75,3.58,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.7,134,"0, 0, 0, 100, 0, 0, 11, 0, 0, 29, 41, 64",2026-08-18,"Video, People also ask, Related searches, AI overview",informational,Organic
value of your home,50,50,720,80,3.16,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.65,136,"34, 16, 44, 34, 20, 20, 44, 16, 20, 3, 30, 24",2026-09-12,"Video, People also ask, Related searches, AI overview","commercial, informational",Organic
lenders valuation services,39,39,70,15,6.49,https://www.housecanary.com/industries/private-money-lenders,0,0,0.00,0.11,127,"9, 12, 15, 12, 9, 9, 9, 6, 6, 12, 2, 6",2026-08-20,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",informational,Organic
how much are homes worth,60,60,390,78,3.05,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.53,137,"20, 2, 37, 5, 4, 13, 3, 68, 31, 20, 20, 20",2026-08-26,"Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
property management software vendors open api integration capabilities,35,35,40,10,0.00,https://www.housecanary.com/blog/real-estate-api,0,0,0.00,0,187,"100, 9, 0, 18, 45, 36",2026-08-01,"Sitelinks, Reviews, Video, Related searches, Discussions and forums, AI overview",informational,Organic
will the housing market get better,23,23,140,47,1.29,https://www.housecanary.com/blog/housing-market-predictions,0,0,0.00,0.05,107,"53, 53, 43, 28, 28, 23, 28, 28, 23, 28, 35, 43",2026-09-01,"Top stories, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
data analysis for mortgage lending,55,55,40,22,0.00,https://www.housecanary.com/industries/private-money-lenders,0,0,0.00,0,132,"100, 23, 17, 23, 17, 5, 5, 0",2026-09-15,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
will house prices go up,21,21,50,46,0.00,https://www.housecanary.com/blog/housing-market-predictions,0,0,0.00,0.01,196,"41, 41, 29, 29, 52, 29, 29, 23, 17, 11, 11, 11",2026-07-29,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
will house prices go up,41,41,50,46,0.00,https://www.housecanary.com/blog/housing-market-predictions,0,0,0.00,0.01,196,"41, 41, 29, 29, 52, 29, 29, 23, 17, 11, 11, 11",2026-07-29,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
best property data tools crm zapier integration,25,25,90,29,0.00,https://www.housecanary.com/blog/real-estate-api,0,0,0.00,0,113,100,2026-09-16,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",commercial,Organic
best property data tools crm zapier integration,45,45,90,29,0.00,https://www.housecanary.com/blog/real-estate-investment-software,0,0,0.00,0,113,100,2026-09-16,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",commercial,Organic
ariesview,41,41,110,0,0.00,https://www.housecanary.com/,0,0,0.00,0.01,109,"65, 53, 100, 34, 28, 15, 21, 21, 15, 12, 12, 15",2026-08-09,"Image pack, Sitelinks, Reviews, Video, Related searches",informational,Organic
automatic appraisal,76,76,210,30,2.87,https://www.housecanary.com/blog/automated-valuation-model,0,0,0.00,0.55,194,"100, 6, 12, 6, 15, 12, 44, 36, 23, 23, 29, 36",2026-07-30,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
home market value,49,49,720,80,2.56,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.6,138,"30, 20, 16, 30, 24, 41, 30, 30, 36, 30, 41, 41",2026-09-08,"Video, People also ask, Related searches, AI overview",informational,Organic
cap rte,7,7,110,25,0.17,https://www.housecanary.com/blog/cap-rate,0,0,0.00,0.2,130,"100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",2026-09-01,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches, Things to know, Discussions and forums, AI overview",informational,Things to know
cap rte,7,7,110,25,0.17,https://www.housecanary.com/blog/cap-rate,0,0,0.00,0.2,130,"100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",2026-09-01,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches, Things to know, Discussions and forums, AI overview",informational,Things to know
mean value report,12,12,50,4,0.00,https://www.housecanary.com/blog/real-estate-avm-accuracy,0,0,0.00,0,140,"7, 7, 35, 50, 50, 35, 64, 35, 28, 35, 35, 100",2026-08-18,"Reviews, Video, Related searches, AI overview",informational,Organic
mean value report,96,96,50,4,0.00,https://www.housecanary.com/blog/automated-valuation-model,0,0,0.00,0,140,"7, 7, 35, 50, 50, 35, 64, 35, 28, 35, 35, 100",2026-08-18,"Reviews, Video, Related searches, AI overview",informational,Organic
how to calculate rental property return,37,37,50,42,0.86,https://www.housecanary.com/blog/rental-yield,0,0,0.00,0.44,132,"26, 26, 26, 19, 19, 19, 19, 26, 15, 7, 7, 7",2026-09-03,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
automated value model appraisal,1,1,30,,3.99,https://www.housecanary.com/blog/automated-valuation-model,0,0,0.00,0.85,115,"22, 22, 44, 22, 55, 22, 44, 33, 44, 44, 22, 22",2026-09-13,"Sitelinks, Video, People also ask, AI overview",informational,AI overview
automated value model appraisal,34,34,30,,3.99,https://www.housecanary.com/blog/automated-valuation-model,0,0,0.00,0.85,115,"22, 22, 44, 22, 55, 22, 44, 33, 44, 44, 22, 22",2026-09-13,"Sitelinks, Video, People also ask, AI overview",informational,Organic
what is asset management in real estate,1,1,140,27,1.02,https://www.housecanary.com/blog/real-estate-asset-management,0,0,0.00,0.04,147,"43, 35, 28, 23, 28, 28, 28, 53, 53, 28, 43, 28",2026-08-03,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,AI overview
what is asset management in real estate,9,9,140,27,1.02,https://www.housecanary.com/blog/real-estate-asset-management,0,0,0.00,0.04,147,"43, 35, 28, 23, 28, 28, 28, 53, 53, 28, 43, 28",2026-08-03,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
assumable homes for sale,45,45,210,48,1.89,https://www.housecanary.com/blog/assumable-mortgage,0,0,0.00,0.45,141,"65, 81, 65, 43, 43, 34, 53, 53, 43, 81, 100, 81",2026-08-14,"Reviews, Video, People also ask, Related searches",transactional,Organic
evaluate the fintech company zego on property ai tool,30,30,50,12,0.00,https://www.housecanary.com/blog/5-ai-tools-for-real-estate-investors,0,0,0.00,0,1680,"100, 100",2026-08-15,"Reviews, Video, People also ask, Related searches, AI overview","commercial, informational",Organic
housing market is,45,45,70,75,0.55,https://www.housecanary.com/blog/real-estate-market-trends,0,0,0.00,0.08,133,"64, 78, 50, 50, 64, 64, 35, 50, 50, 50, 7, 28",2026-08-30,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
assumable mortgages for sale,49,49,90,50,1.89,https://www.housecanary.com/blog/assumable-mortgage,0,0,0.00,0.31,136,"63, 63, 100, 45, 45, 45, 81, 81, 81, 100, 100, 100",2026-08-20,"Video, People also ask, Related searches, AI overview",transactional,Organic
realtor leads,1,1,720,47,32.99,https://www.housecanary.com/blog/best-lead-generation-for-realtors,0,0,0.00,0.48,109,"100, 55, 45, 45, 45, 45, 45, 36, 45, 45, 45, 45",2026-07-29,"Sitelinks, Reviews, Video, Ads top, Ads bottom, People also ask, Related searches, AI overview",informational,AI overview
realtor leads,12,12,720,47,32.99,https://www.housecanary.com/blog/best-lead-generation-for-realtors,0,0,0.00,0.48,109,"100, 55, 45, 45, 45, 45, 45, 36, 45, 45, 45, 45",2026-07-29,"Sitelinks, Reviews, Video, Ads top, Ads bottom, People also ask, Related searches, AI overview",informational,Organic
explain capitalization rate,10,10,50,41,0.14,https://www.housecanary.com/blog/cap-rate,0,0,0.00,0.43,133,"4, 4, 4, 4, 2, 2, 2, 100, 0, 0, 0, 0",2026-08-29,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
real estate 2026 predictions,16,16,50,54,0.00,https://www.housecanary.com/blog/housing-market-predictions,0,0,0.00,0.36,123,"14, 14, 21, 21, 14, 78, 100, 78, 14, 14, 14, 14",2026-08-12,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
best real estate lead generation websites,25,25,480,37,22.51,https://www.housecanary.com/blog/best-lead-generation-for-realtors,0,0,0.00,0.15,123,"54, 100, 100, 81, 66, 81, 81, 81, 54, 44, 44, 44",2026-08-29,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",commercial,Organic
ai-driven property analysis tools for insurance carriers,18,18,70,23,0.00,https://www.housecanary.com/blog/5-ai-tools-for-real-estate-agents,0,0,0.00,0,129,"18, 100, 100, 63, 36, 36, 45, 63, 81, 63",2026-09-04,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
find your house value,64,64,90,77,3.35,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.64,136,"35, 29, 14, 22, 22, 29, 4, 4, 4, 35, 29, 4",2026-08-06,"Video, People also ask, Related searches","commercial, informational",Organic
bulk data licensing real estate data,15,15,50,6,0.00,https://www.housecanary.com/products/bulk-property-data,0,0,0.00,0,139,"28, 57, 57, 57, 57, 57, 57, 57, 71, 100, 100, 100",2026-09-07,"Reviews, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
cap rate real estate,8,8,1600,26,0.40,https://www.housecanary.com/blog/cap-rate,0,0,0.00,0.35,131,"43, 28, 28, 28, 19, 24, 19, 24, 28, 24, 24, 19",2026-09-15,"Sitelinks, Reviews, Video, People also ask, Related searches, Things to know, Discussions and forums, AI overview",informational,Things to know
my homes worth,31,31,90,79,3.44,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.68,135,"1, 1, 1, 0, 0, 1, 0, 100, 0, 1, 7, 4",2026-09-18,"Video, People also ask, Related searches, AI overview",informational,Organic
home value projections,24,24,70,69,1.92,https://www.housecanary.com/blog/housing-market-predictions,0,0,0.00,0.22,140,"23, 28, 28, 23, 12, 17, 17, 17, 10, 17, 12, 23",2026-08-10,"Video, People also ask, Related searches, AI overview",informational,Organic
real estate seller lead generation,9,9,90,26,23.67,https://www.housecanary.com/blog/best-lead-generation-for-realtors,0,0,0.00,0.43,121,"78, 35, 100, 100, 78, 50, 64, 50, 50, 35, 64, 100",2026-07-29,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
property roi analysis services,82,82,40,0,0.00,https://www.housecanary.com/industries/private-money-lenders,0,0,0.00,0,128,"100, 100, 71, 100, 71, 57, 14, 14, 0",2026-09-04,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
realtors valuation model,18,18,70,30,2.93,https://www.housecanary.com/blog/real-estate-avm-accuracy,0,0,0.00,0.03,151,"7, 7, 7, 7, 7, 7, 7, 7, 42, 42, 53, 100",2026-09-20,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
realtors valuation model,59,59,70,30,2.93,https://www.housecanary.com/blog/automated-valuation-model,0,0,0.00,0.03,151,"7, 7, 7, 7, 7, 7, 7, 7, 42, 42, 53, 100",2026-09-20,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
what is a capitalization rate in real estate,13,13,170,37,0.13,https://www.housecanary.com/blog/cap-rate,0,0,0.00,0.37,170,"0, 0, 0, 0, 0, 0, 0, 100, 0, 1, 0, 0",2026-08-04,"Sitelinks, Reviews, Video, People also ask, Related searches, Short videos, AI overview",informational,Organic
avm estimate,1,1,50,31,5.16,https://www.housecanary.com/blog/automated-valuation-model,0,0,0.00,0.66,125,"23, 33, 42, 42, 9, 9, 9, 19, 19, 9, 9, 33",2026-08-19,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,AI overview
avm estimate,17,17,50,31,5.16,https://www.housecanary.com/blog/real-estate-avm-accuracy,0,0,0.00,0.66,125,"23, 33, 42, 42, 9, 9, 9, 19, 19, 9, 9, 33",2026-08-19,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
avm estimate,63,63,50,31,5.16,https://www.housecanary.com/blog/automated-valuation-model,0,0,0.00,0.66,125,"23, 33, 42, 42, 9, 9, 9, 19, 19, 9, 9, 33",2026-08-19,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
real estate lead tracking,20,20,30,12,11.96,https://www.housecanary.com/blog/best-lead-generation-for-realtors,0,0,0.00,0.66,124,"28, 71, 71, 71, 14, 28, 28, 42, 42, 42, 28, 100",2026-08-30,"Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
what is the fair rental value of my home,31,31,70,29,3.18,https://www.housecanary.com/blog/find-perfect-rent-rate-housecanary-rental-cma,0,0,0.00,0.58,138,"17, 29, 41, 29, 41, 41, 41, 52, 52, 64, 64, 17",2026-08-31,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
